gene,rf_gini,xgb_gain,xgb_cover,xgb_weight,xgb_mean,final_score
COA7,0.0,0.0038020465146622537,0.5250705982323965,0.0011160714285714272,0.3076291125369698,0.1538145562684849
SNX2,0.002730089115393234,0.015360261878487944,0.5065916033561826,0.0011160714285714272,0.3036119831255683,0.15317103612048077
MTA3,0.0,0.0039865913526395845,0.5154400551624678,0.0011160714285714272,0.302146233440808,0.151073116720404
CMTM8,0.000661234953077294,0.003708414927472446,0.5145601073737179,0.0011160714285714272,0.30147400644189054,0.15106762069748392
GRSF1,0.05643605724407461,0.04174158452130844,0.37377463998386495,0.004464285714285709,0.2437754384167335,0.15010574783040406
RALGAPA1,0.00011033840758527117,0.00405213346367245,0.5101579943058754,0.0011160714285714272,0.2991183330662326,0.14961433573690894
PRMT7,0.0002986134699547262,0.014879984692745386,0.493951918873622,0.0022321428571428544,0.2966443893094462,0.14847150138970047
IFNLR1,5.885633527877314e-20,0.003899302550388441,0.4938930223336278,0.0011160714285714272,0.28958870728867303,0.14479435364433652
PHB,0.0018337104070817241,0.015156084610938557,0.4745950763953555,0.0011160714285714272,0.28492125677139013,0.14337748358923594
NOTCH2,0.00024050794890256605,0.013500013667191089,0.47645754630865916,0.0011160714285714272,0.2850410599481282,0.14264078394851537
EIF1AY,0.07573174201871202,0.07000112659941866,0.28410099012540857,0.003348214285714282,0.20748013070598886,0.14160593636235044
APLP2,0.000952742838950297,0.015094317967131086,0.4613903503787114,0.0011160714285714272,0.27722079214062906,0.13908676748978968
LRPPRC,0.00022027696313380642,0.012242481043756366,0.4645880215943013,0.0011160714285714272,0.27742152980381307,0.13882090338347344
AKR7A2,0.0008773238459746692,0.03396229093538945,0.43858052703241523,0.0011160714285714272,0.27493276619490786,0.13790504502044126
TCEA1,0.0021842278298182735,0.0039837219975482835,0.45057347576210965,0.0011160714285714272,0.26449310924714436,0.1333386685384813
GLTPD1,0.00024702896528036215,0.003051785667631666,0.4488997487141826,0.0011160714285714272,0.2629806658912174,0.13161384742824886
PFKM,0.00011353122563875706,0.0039921790441331696,0.44596018739996246,0.0011160714285714272,0.2618202595660968,0.13096689539586776
IFI27L2,0.0018118773186303336,0.019491076079137633,0.4242693070010902,0.0011160714285714272,0.25822615597684395,0.13001901664773713
VIM,0.007033031340994652,0.015182210844138294,0.41885746069409197,0.0011160714285714272,0.2525838210107885,0.12980842617589158
DDX43,0.00012015520246425191,0.020835746486134486,0.4236115528774345,0.0011160714285714272,0.25862487285549046,0.12937251402897737
AGO3,0.0,0.020022359827095285,0.4239657843670738,0.0011160714285714272,0.2583583586959089,0.12917917934795445
LINC00926,0.0613562709258953,0.031902471526558195,0.30521848911838423,0.0011160714285714272,0.19632787421351922,0.12884207256970726
ANO9,0.0,0.0044736266247156,0.43824349272370444,0.0011160714285714272,0.25762059912975876,0.12881029956487938
HEXDC,0.00018992662186933013,0.004287722618537127,0.4374069183558804,0.0011160714285714272,0.2570271070323187,0.128608516827094
PPP2CA,0.0012925900322122753,0.03512955213746497,0.4008131131517883,0.004464285714285709,0.255631856598688,0.12846222331545012
KIF20B,1.9159615526919851e-19,0.02033134406482165,0.420115289900944,0.0011160714285714272,0.25630270804646504,0.12815135402323252
ATG7,0.0,0.016547419792841297,0.42121657910511384,0.0011160714285714272,0.25474558688523335,0.12737279344261668
AATF,0.06161049988755048,0.07963088993652073,0.24274481374113754,0.008928571428571418,0.19230379255255536,0.1269571462200529
TSPAN5,0.00047174709380460385,0.001940892191231303,0.42796587908853756,0.0011160714285714272,0.2501849011849313,0.12532832413936795
ING3,0.0011069297367973083,0.014599882779293296,0.4087889221665323,0.0011160714285714272,0.24640158252613872,0.12375425613146801
RFT1,0.0001690922732023807,0.002682393954298973,0.42199964436838505,0.0011160714285714272,0.24715223291525815,0.12366066259423027
TMEM63B,1.205776461574401e-18,0.0031472294790896634,0.42103322367517854,0.0011160714285714272,0.24686109048993463,0.12343054524496731
IER3IP1-1,0.0010525287609644714,0.002434421266934999,0.41949960038621437,0.0011160714285714272,0.24555716135338435,0.12330484505717441
CMTM2,0.0,0.0024869757707125036,0.41837883118948826,0.0011160714285714272,0.2449371218545022,0.1224685609272511
WDR76,0.0005152316644364117,0.0031970656464648836,0.41514703954943666,0.0011160714285714272,0.24347341356759367,0.12199432261601503
SERINC1,0.0021884513686438777,0.01441337469835876,0.3997210160691059,0.0011160714285714272,0.24102990736806743,0.12160917936835565
BLVRA,0.12043141928700304,0.044063213704884745,0.15443541776761566,0.006696428571428564,0.11910437390777538,0.1197678965973892
PAFAH1B3,0.00021267491604744538,0.003215187889146782,0.40653913521373214,0.0011160714285714272,0.2384875205447565,0.11935009773040198
TMEM2,0.00022932018074514862,0.00530974159645168,0.39937895957481423,0.0011160714285714272,0.2355472074178757,0.11788826379931042
WAPAL,0.0027092258617749543,0.007866336982800476,0.3910896444298688,0.0022321428571428544,0.23286749861405598,0.11778836223791547
FEZ2,0.0002314463514978178,0.011697454595098276,0.38960599949680663,0.0011160714285714272,0.2335822588765994,0.11690685261404861
CLASP2,0.0003264359294517434,0.014063162358531077,0.38640007972186874,0.0011160714285714272,0.23309456231334547,0.11671049912139861
KIAA0930,0.00017924823395943108,0.012904395957712698,0.386534035108181,0.0011160714285714272,0.23249971624721502,0.11633948224058722
MPLKIP,0.002048663979351741,0.01228204794027851,0.3824168473689614,0.0011160714285714272,0.22974867809459615,0.11589867103697395
BCL2L13,0.0003558186358409927,0.00899527719253823,0.38759079426686693,0.0011160714285714272,0.2308440793862793,0.11559994901106015
PRUNE,3.326907428496384e-05,0.02592457133722618,0.35534489296383204,0.014508928571428555,0.22972744899029926,0.11488035903229211
GSDMB,0.0,0.004420014990114984,0.3841413441474881,0.0011160714285714272,0.22618617808654212,0.11309308904327106
ADCY3,0.0,0.0028645224932520507,0.38336862763026236,0.0011160714285714272,0.2248347816304574,0.1124173908152287
RNPC3,0.00010064758512789312,0.022182531154777557,0.36184019210681584,0.0022321428571428544,0.22419956887877723,0.11215010823195257
METTL2A,0.0001773976444802246,0.003136054096102493,0.38040243351371933,0.0011160714285714272,0.2232706792026631,0.11172403842357166
KIAA0586,0.0,0.0005735689808820798,0.3808897681399966,0.0011160714285714272,0.22206616921252453,0.11103308460626227
SLC25A40,0.0003619774849239986,0.01422339318757686,0.36494158954669437,0.0011160714285714272,0.2207321017151079,0.11054703960001595
ZNF652,2.9703674818754226e-16,0.0005318878227137138,0.37799723274530667,0.0011160714285714272,0.22036301892536267,0.11018150946268149
PITPNM2,1.4520593617464398e-16,0.007341018473058951,0.37005934884107056,0.0011160714285714272,0.21970784014292874,0.10985392007146444
TMEM14B,0.1146394322393567,0.04654012313610754,0.1165327472980487,0.013392857142857128,0.10242858670545309,0.1085340094724049
DENND4C,0.0004044889500047523,0.004526634184560152,0.36674007985944623,0.0011160714285714272,0.21614759394426786,0.1082760414471363
RQCD1,0.00016520439549835953,0.003522548675966227,0.36667759169582453,0.0022321428571428544,0.2161763246519142,0.10817076452370628
DCP1A,0.0010045279601268906,0.013728618207688784,0.34914544620779564,0.0022321428571428544,0.21192394308975634,0.10646423552494162
LIMK1,0.00013059862468584545,0.004545813558065161,0.35293524832211753,0.0011160714285714272,0.20814578595955768,0.10413819229212176
MAF1,0.0016964177317997176,0.026414025267993465,0.32211850884796417,0.003348214285714282,0.20424729630239732,0.10297185701709852
POLG2,0.0,0.003461801408309614,0.3440711212093221,0.0011160714285714272,0.2023714417908441,0.10118572089542205
SLC37A1,4.0514487066305445e-05,0.0021027842258562607,0.3440803133308096,0.0011160714285714272,0.20158794306169855,0.10081422877438243
CGGBP1,0.0018793526500000455,0.009598143799089378,0.32687074434451613,0.0011160714285714272,0.1959493822215698,0.09891436743578493
TRAPPC3,0.10154069896986408,0.036938897611895435,0.12430426750023153,0.0022321428571428544,0.09488836719993307,0.09821453308489858
SCAF11,0.0012535058082822393,0.01568585817200605,0.3190569540803608,0.0011160714285714272,0.1949474907125867,0.09810049826043447
ARMC2,0.0,0.011033689702201498,0.32441793934429425,0.0022321428571428544,0.19600673731028675,0.09800336865514338
UCK1,0.00011266034253478718,0.008126164637252192,0.32478136295542104,0.0011160714285714272,0.19388220955870047,0.09699743495061763
SRPK2,0.0013624944873382202,0.020617661341193548,0.3028879210714525,0.003348214285714282,0.1897205361903122,0.09554151533882521
SLC6A6,0.0006290116106428137,0.012542555178830798,0.3110554862629217,0.0011160714285714272,0.18847856816903374,0.09455378988983829
MIOS,0.0001219468106390775,0.0014358856951624049,0.3221256312202425,0.0011160714285714272,0.18845736770328192,0.0942896572569605
EVI2A,0.00218581897166654,0.01673868496247983,0.3007245461481322,0.0022321428571428544,0.1855654680453314,0.09387564350849896
DPYD,0.0008991006569226066,0.012366693915471877,0.30750242693313445,0.0011160714285714272,0.18631413617684348,0.09360661841688304
RNH1,0.002650652487916997,0.007556069086217477,0.30298337303497797,0.0011160714285714272,0.18089877411427205,0.09177471330109452
NOC3L,0.00010644558913187049,0.01503063527370673,0.29614053864979606,0.004464285714285709,0.18320891251087393,0.0916576790500029
CSGALNACT2,0.0006381286433303731,0.00794981256315397,0.3041357059071428,0.0022321428571428544,0.18244400353764023,0.0915410660904853
C19orf38,0.000654359261530824,0.012356764436669086,0.2944845870950766,0.0022321428571428544,0.17940005491748212,0.09002720708950647
IFI30,0.05711820456308644,0.01869883793572819,0.18629890246678152,0.003348214285714282,0.12093329383293235,0.08902574919800939
FAM195A,0.0006371106544029806,0.028039262442844534,0.2759941477232357,0.0011160714285714272,0.17712238270176883,0.0888797466780859
PRKACA,0.0005284708744278901,0.01253560831913607,0.2902300349708473,0.0011160714285714272,0.17638651420665882,0.08845749254054336
SIRPA,0.0,0.004479554108259471,0.2977920463312137,0.0022321428571428544,0.17674756736420977,0.08837378368210488
CFLAR,0.0024251035031552124,0.003427595675247531,0.29324739450533877,0.0011160714285714272,0.17285122722105162,0.08763816536210342
PSMC2,0.0011031911452077383,0.024779096940708213,0.26991955554448926,0.003348214285714282,0.17299970795751074,0.08705144955135924
KDM4A,0.00019276169893690277,0.003921464543001512,0.2929249701910452,0.0022321428571428544,0.17359855897895712,0.08689566033894701
UNC13D,0.0003328253690667662,0.015130260415116852,0.2791130771564148,0.0011160714285714272,0.1714397874841464,0.08588630642660658
TANGO6,0.00011185529526534281,0.002733513780530828,0.2872777812239773,0.0011160714285714272,0.1689833210361311,0.08454758816569821
DDA1,0.0010992146188326607,0.009354965955101656,0.27466147273248415,0.0022321428571428544,0.16615145647061305,0.08362533554472286
ACSF3,0.0004329503865886137,0.003703506820079432,0.2822645138271721,0.0011160714285714272,0.16663642408473608,0.08353468723566235
MRPL11,0.001121386493271645,0.012146319893525543,0.2630211727430338,0.0022321428571428544,0.16101513311601792,0.08106825980464478
GALT,0.0009695554098172933,0.00609783262508073,0.269089555674153,0.0011160714285714272,0.16037886376205737,0.08067420958593734
BCKDK,0.000677758254077655,0.04375417755448403,0.2280198721491559,0.004464285714285709,0.16034106270508885,0.08050941047958325
CAPG,0.002660653033722832,0.012201328450999555,0.25796547548744214,0.0011160714285714272,0.1574646924520108,0.08006267274286683
GPR108,0.0010375660282154538,0.00248674924267898,0.2693833383118913,0.0011160714285714272,0.15845335430694502,0.07974546016758023
GRINA,0.0006506954996224238,0.01007900146291784,0.26064866183712954,0.0022321428571428544,0.15843805795022478,0.07954437672492361
SMUG1,0.0009609769896737818,0.014683853889720124,0.2472868631617569,0.004464285714285709,0.15465077075802372,0.07780587387384875
CRIP2,0.016044032741437377,0.022714947542902826,0.21506861431690533,0.0011160714285714272,0.13866801298003,0.07735602286073369
GPBP1,0.0015885748109145618,0.008194840386082137,0.2500037590298131,0.0022321428571428544,0.15116562990418414,0.07637710235754935
EEPD1,0.000466447710462088,0.01727465028979697,0.24282140968061833,0.0011160714285714272,0.15161918303847763,0.07604281537446986
SAFB2,0.0007904674723982758,0.043469219446313274,0.21477192489902777,0.0011160714285714272,0.15054250719584808,0.07566648733412318
SEPW1,0.002453348123754179,0.011823253163048452,0.23786174270083107,0.0011160714285714272,0.14557613662275398,0.07401474237325407
RPL22L1,0.0017262719799980332,0.006975775054340162,0.2403560644351884,0.0022321428571428544,0.14485807728981362,0.07329217463490582
C11orf73,0.0007860436944163711,0.01341019530189893,0.22733064566252656,0.010044642857142846,0.1455670912805202,0.07317656748746829
SLC38A10,0.0008469927709661286,0.011071104582405168,0.23211094452335485,0.0011160714285714272,0.14180153599632758,0.07132426438364685
IFI44L,0.0021947423400932795,0.0024282631259403263,0.23122907917283764,0.0022321428571428544,0.1369207886140565,0.06955776547707489
OPA1,0.0004524073529963026,0.01587010097260535,0.21961942973417498,0.0011160714285714272,0.13733645488039636,0.06889443111669634
ZNHIT1,0.0011278685534847012,0.011202339823159914,0.22113485140509445,0.0011160714285714272,0.13550669630894624,0.06831728243121547
NFAT5,0.000356901201981276,0.010736569870230937,0.21934946443108547,0.0022321428571428544,0.13484784200911176,0.06760237160554652
SLC30A9,0.00038342672775525566,0.002153073449298528,0.22806992659877884,0.0011160714285714272,0.13427952535862017,0.06733147604318772
CHTOP,0.0014842199157203298,0.009053117350431288,0.21759579331995704,0.0011160714285714272,0.13220496431641504,0.06684459211606769
ATOX1,0.0012313542637979852,0.006765513975307102,0.21351222378664106,0.003348214285714282,0.1298024864851276,0.06551692037446279
DNAJC2,0.001251016339465701,0.01861819041629322,0.19619241021747486,0.005580357142857137,0.12792475138193046,0.06458788386069808
FKBP8,0.0043700340826426445,0.0524539253306204,0.15938007906563695,0.0011160714285714272,0.12360573129440668,0.06398788268852466
ZFAND6,0.0018100323024022639,0.011121827984578355,0.20109581350001185,0.0022321428571428544,0.12447622907301696,0.06314313068770962
GOLGA3,0.00020419127399413624,0.008244544412104468,0.20551063421924848,0.0022321428571428544,0.1253686842772793,0.06278643777563671
RP11-127B20.3,4.363098607140514e-05,0.0024474088741903593,0.2123767685017769,0.0011160714285714272,0.12534136118992195,0.06269249608799668
KPNA1,0.0009587915515403916,0.053713496706356834,0.15746559148471054,0.0022321428571428544,0.12387340637461272,0.06241609896307656
DESI2,0.0002718727321095312,0.022003876045671843,0.1905517653104063,0.0011160714285714272,0.12402460160380771,0.06214823716795862
STXBP2,0.002685954956675598,0.01048312275539014,0.18547530968774692,0.0022321428571428544,0.11503865824307916,0.05886230659987738
PTPN18,0.0010648075929116044,0.020229972769819783,0.17743474491649774,0.0011160714285714272,0.11538124469153302,0.058223026142222314
CHMP6,0.0002583036121807126,0.00470294850398612,0.192977176571096,0.0011160714285714272,0.11539018782784424,0.05782424572001248
EMC10,0.0007436354704012815,0.004667685640100927,0.19182280438721047,0.0011160714285714272,0.11469967053413772,0.0577216530022695
TRIM41,0.0002194543194093319,0.010505917138763464,0.18637281990728582,0.0011160714285714272,0.11492502643733754,0.057572240378373434
AL592183.1,0.0015353320798204857,0.005264821205387276,0.18403761014337786,0.005580357142857137,0.11311867110118001,0.05732700159050025
AL928768.3,0.0,0.01046672778896386,0.18355987854468103,0.0022321428571428544,0.11391734012157807,0.056958670060789036
FXN,0.0017899978376596918,0.0019979772556792826,0.18937735004042974,0.0011160714285714272,0.11173060171539612,0.056760299776527905
COPE,0.004886634127622837,0.007790034790175234,0.1776510945838251,0.0011160714285714272,0.10828612830552813,0.056586381216575485
CNOT10,0.0009066420408474544,0.0018648920359840922,0.19025385839299397,0.0011160714285714272,0.1121621176922913,0.056534379866569374
PHACTR1,0.0007741801759115696,0.03654712681658421,0.15536978778556954,0.0011160714285714272,0.11204496316731918,0.05640957167161538
PSRC1,1.2828075780156566e-17,0.0003437185362000035,0.18970758157049,0.0011160714285714272,0.110962077222658,0.055481038611329005
FAF1,0.00019919656199208124,0.033658894389156674,0.15507799880331938,0.0011160714285714272,0.11019913676715198,0.05519916666457203
KTN1,0.001517615559462964,0.057686170742936804,0.12277466195973205,0.006696428571428564,0.1086344301932664,0.055076022876364684
TBC1D17,0.0005242022684399092,0.0004464112447307603,0.18647349190006654,0.0011160714285714272,0.10914447462285325,0.05483433844564658
CRYZ,0.0003585616312300816,0.0001567573991984199,0.1859002322441234,0.0011160714285714272,0.10864360110129868,0.05450108136626438
PDCD6,0.003144502254641139,0.12593596664117726,0.05280648937600764,0.0011160714285714272,0.10439791922288555,0.05377121073876334
RBM7,0.0003571441094321663,0.005572627379355967,0.17711140747755305,0.0011160714285714272,0.10668578755564642,0.05352146583253929
HNRNPA0,0.005025493402056988,0.012330284253416968,0.15527969281999707,0.005580357142857137,0.10052740216694925,0.05277644778450312
HOMER3,0.00020158355447614298,0.0026970050124612535,0.17704173606667625,0.0011160714285714272,0.10497620755259547,0.052588895553535804
DEDD2,0.001766760748859976,0.017169654546258722,0.15789439482085404,0.0011160714285714272,0.10226280777848112,0.05201478426367055
DHPS,0.0013273865339132526,0.009730461537087657,0.16313143863214868,0.003348214285714282,0.10228021743740452,0.051803801985658884
PRDX5,0.0023270467607117364,0.03542856914171629,0.1355769435051602,0.0011160714285714272,0.09990705187021526,0.0511170493154635
ATP6V0A1,0.0006567718884371713,0.008396622001693659,0.15478759472679005,0.011160714285714274,0.10119758169614237,0.05092717679228977
MAPK1IP1L,0.0019922721462556628,0.009823482560437106,0.159668230768027,0.0022321428571428544,0.09967619284614798,0.05083423249620182
MT-ND4L,0.001103947769942103,0.009530864973132831,0.16013479180849235,0.0011160714285714272,0.09912933970734324,0.05011664373864267
SLIRP,0.0012634613620730194,0.010828418728990255,0.1464568693789185,0.0122767857142857,0.0984213978483347,0.04984242960520386
ABHD15,5.834202705034553e-05,0.012001832762809658,0.15275030709903858,0.0011160714285714272,0.09627731512015285,0.0481678285736016
OTUD1,0.0004882962197971428,0.005722739956237691,0.15813552060371386,0.0011160714285714272,0.09575846766554683,0.04812338194267198
INSIG1,0.0007732036505681488,0.00968477838366037,0.1402785614585544,0.013392857142857128,0.09481922986692225,0.0477962167587452
ACSL5,0.0009754153549792016,0.010609723610125714,0.14798143751509288,0.0022321428571428544,0.09334902568560019,0.0471622205202897
NFX1,0.001473902079998055,0.0028715448622912863,0.1524917406353433,0.0011160714285714272,0.09082760487604877,0.04615075347802341
EIF3M,0.00573627541040306,0.009161133467749853,0.13729031538168796,0.0011160714285714272,0.08565477701106698,0.04569552621073502
BACH1,0.00013066829611751524,0.0029988913718038755,0.1487857177077573,0.0011160714285714272,0.08875038131081331,0.044440524803465414
C20orf24,0.002991603347261617,0.01196385156252218,0.13427268190980116,0.0011160714285714272,0.08553003053116201,0.044260816939211814
ZNF318,7.072371969945161e-05,0.006276789771564476,0.1435563593622759,0.0011160714285714272,0.08761766683420058,0.043844195276950014
MARCKSL1,0.0021392838202676356,0.0021070882584932117,0.14411753533533653,0.0011160714285714272,0.08552311750596055,0.04383120066311409
TMEM33,7.068689860356238e-05,0.0023212705141898967,0.14442907824753817,0.0011160714285714272,0.08582827186472868,0.04294947938166612
RPS2,0.007092598569947135,0.005040992630929705,0.12449105475698044,0.005580357142857137,0.07842527176514859,0.04275893516754786
MTA2,0.00011071307626250764,0.0044497656718511,0.1414355208289513,0.0011160714285714272,0.08532615110725654,0.042718432091759524
POLR2M,0.0005528622719856064,0.011430670642283768,0.13120615061284943,0.0022321428571428544,0.08408841453379386,0.04232063840288973
TNFSF13B,0.08386644789670314,0.0,0.0,0.0,0.0,0.04193322394835157
NAPRT1,0.0012899731681849406,0.011511344118055914,0.12439958249505928,0.0022321428571428544,0.08018440500190883,0.040737189085046886
CSF1R,0.000304296287583908,0.002754311885608725,0.13344357994537173,0.0022321428571428544,0.08035097242609457,0.04032763435683924
JAK3,0.000889896961600565,0.0076470956010217615,0.12858554373924883,0.0011160714285714272,0.07972332374697953,0.04030661035429005
MRPL43,0.0803793609020511,0.0,0.0,0.0,0.0,0.04018968045102555
PHPT1,0.0800221869855044,0.0,0.0,0.0,0.0,0.0400110934927522
APOM,0.0001340198830087308,0.008936455413166568,0.12731982361353714,0.0011160714285714272,0.0797370452763935,0.039935532579701116
DDX17,0.0017161365253573852,0.008399244181665048,0.1215877368820358,0.0022321428571428544,0.07674588252687607,0.03923100952611673
SMC1A,0.0009019259238842683,0.0031721475627772733,0.12651127456312894,0.0011160714285714272,0.07592186568197594,0.038411895802930106
TRAF7,0.0007867663478607495,0.0037704269766495667,0.1223054376390344,0.0022321428571428544,0.07447569592627407,0.03763123113706741
MAPRE2,0.0008649324779282935,0.0012043740449011549,0.12473758319402577,0.0011160714285714272,0.07375015242159728,0.03730754244976279
OAS2,0.0006948690517857931,0.0017551392037418458,0.12215625589916547,0.0011160714285714272,0.07257152350216972,0.03663319627697776
MTF2,0.0020702673511420275,0.0023691151226037208,0.11487305954163189,0.0022321428571428544,0.06934822789299189,0.03570924762206696
SKP1,0.004215885371037235,0.007920096686506338,0.10187669335161835,0.005580357142857137,0.06697004730676345,0.03559296633890034
TCEB2,0.0031455106429873862,0.007382642999218936,0.10864197301643584,0.0011160714285714272,0.06799368480987834,0.03556959772643287
RPS28,0.008317656310134704,0.010791186722980316,0.010561694323487535,0.0859374999999999,0.062276127203698114,0.03529689175691641
PYROXD1,0.00019665987429427453,0.008699129543378209,0.10925536450079362,0.0011160714285714272,0.06911387217820819,0.034655266026251234
IFITM3,0.0020407742445359128,0.001879126727257341,0.11133694628349418,0.0022321428571428544,0.06701129874555226,0.034526036495044085
BAG1,0.0022524555219872377,0.0065814133446455095,0.09949519577727312,0.006696428571428564,0.06545850589808813,0.03385548071003768
SEPHS2,0.028014548265133405,5.761362985953486e-05,0.06703585158705007,0.0011160714285714272,0.03959186032529365,0.03380320429521353
CASP10,0.00012058864264727743,0.0061202966550718335,0.10864439279676118,0.0011160714285714272,0.06726236718204831,0.03369147791234779
ARF5,0.002672066728703126,0.0464168871665366,0.061785529421454446,0.0022321428571428544,0.0641011487200412,0.033386607724372165
WDR1,0.0010869113366209148,0.008112308672534992,0.09950286602434212,0.0011160714285714272,0.06311246962383651,0.03209969048022872
CCDC85B,0.0037854915055595254,0.07103186690662389,0.031845418147475775,0.0011160714285714272,0.06036238694920325,0.03207393922738139
RNF130,0.0010866172237662317,0.008312389558144824,0.09906079955264177,0.0011160714285714272,0.06297201038607589,0.03202931380492106
NDUFB11,0.003886852904573392,0.008106249047638231,0.09424366372151481,0.0011160714285714272,0.06005627653016376,0.031971564717368575
